speciesId	compartment	type	initialConcentration	solver	annotation
ext_comp__trametinib_	Extracellular	Compound	0.00E+00	Deterministic
cyt_comp_in__trametinib_	Cytoplasm	Compound	0.00E+00	Deterministic
cyt_cong__p_MAPK__trametinib_	Nucleus	Conglomerate	0.00E+00	Deterministic
