speciesId	compartment	initialConcentration (nM)	solver
nuc_gene_a__CD207_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF782_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ATP8A1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NAA30_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TEX261_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RPL17_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF883_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__C8orf33_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__DUSP19_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CXCL2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__VTI1B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AQP7B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PLCE1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FNDC3A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CNTLN_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRLR_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RTCB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SCYGR10_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DENND1C_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MMP14_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FGG_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TOMM5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TSPYL6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IFT43_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RHD_	Nucleus	0.0009489016463443563	Stochastic
nuc_gene_a__HAVCR2_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LRRC49_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RAB27B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MPHOSPH8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ENTR1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MISP_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KLF6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SIVA1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MORN5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__VTI1A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRMT5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TTC9_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FGF7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PPARGC1A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__UBAP1L_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NUP58_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FMN2_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__SUV39H2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TOM1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GOLGA6B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CPN1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CMTM5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ADH1A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MBL2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PTP4A2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BORCS7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BMP3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__YJU2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PPP4R1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ERAP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__REEP3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GDNF_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF563_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PTPA_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SRD5A1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF606_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AKR1C3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CBY1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DAND5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__COX15_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__HPSE_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CYP2A6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MAGED1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ANXA8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__YDJC_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__C5AR2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SHISA3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SCFD2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CYP2A13_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IL16_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TMA16_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CDKN3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ADGRB2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TNS1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LGI4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LRAT_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CYP2C9_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OLFML2B_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__DMAC2L_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CREG2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__HHEX_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IL20_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__KLK10_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KDM2B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DNASE2B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2L2_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__EGLN3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2L3_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2M4_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__SECISBP2L_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2T35_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR10K2_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__RBM15_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CYP2C19_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRMT2B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KLHDC7A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__H3_5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__EHMT1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CDC34_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OIP5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MTX1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__GPR37L1_	Nucleus	0.004744508231721782	Stochastic
nuc_gene_a__HABP2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RPLP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GAB3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__HIGD2B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CELF3_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__NAPEPLD_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__G2E3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RIIAD1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CYP2E1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__ARFGAP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MRPL9_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__PLEK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__YLPM1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ASPHD2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CAMK2A_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__OAZ3_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LINGO4_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LINC03040_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__THEM5_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LCE1F_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__PAX2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FKBP3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LCE1E_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LCE1D_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__FANCC_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ATP2B3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DENND11_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TFAP2E_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__HPDL_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__H4C1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2L5_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__H2BC3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MFAP3_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__CCSAP_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SPOCK2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PLEKHH1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RAB42_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AMY2A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__H2AC8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FXYD1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF365_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SSBP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR10X1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__PNRC1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2T27_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__IPMK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AGK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ANKRD22_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZWILCH_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR14A16_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__SRSF12_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR11L1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__EIF4EBP2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__WEE2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DDX31_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRIM58_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2W3_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2AJ1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__RAB11FIP2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2L8_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR6Y1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__OR2M5_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__GDF10_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2M2_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__GPX6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SRARP_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PPP6C_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR2T8_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__ZNF808_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MMRN2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KLF1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CTRC_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FOXA3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR6F1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__RBM18_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GPR4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR14K1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR10K1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__OR2T12_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2T33_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2T29_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR13G1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR1C1_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR2M3_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR6N1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__OR2T11_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR10Z1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__TMEM254_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SPTA1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__ZNF846_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IRAK1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CISD2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PLEC_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__PSME2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KLK1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SCAMP5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IER5_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__UPK3B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OPN3_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__CHML_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__BCL9_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__EDA2R_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FAM120A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BECN2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CHRNA5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__C8orf76_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__SLC25A53_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GRSF1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MESD_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TXN_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__STARD5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DAP_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DHRS7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NEURL1B_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__SGCB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MTMR7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF483_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SLC7A9_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__EIF2B2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SHROOM3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SHB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF547_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ALKBH7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__N4BP2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CHRDL1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__UGT8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__IPPK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RNF130_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__BRD3OS_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ACO2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__APOBEC1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GDF3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRPV5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PPP1R13B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__POP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRAM1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MAGT1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__UBR1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF677_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRIML2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CLEC4C_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NEFL_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BLNK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NANOGNB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DYRK3_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__SLC35C2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRSS2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRR4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRPS1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__NPC2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TNFSF18_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__PRODH2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MAP10_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SERF2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CACNB4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__UFSP2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PBOV1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ITM2A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__EXOSC4_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__OR6V1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__POLR3H_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ITGA2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TBXA2R_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TRIM67_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__C8orf88_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__INSL5_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR6P1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__SLC2A7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TIGD4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR6K2_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__SLC35B2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LCE4A_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__APELA_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ACTRT2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MGAM2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LSM1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LDLRAD2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TMEM151B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CLEC11A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR9A2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CHUK_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRLHR_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MAP3K9_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__HSPG2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PCSK4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CELA3B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BLOC1S3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PIGN_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CELA3A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MIER3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ASPDH_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TMDD1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AVPR1B_	Nucleus	0.0037956065853774253	Stochastic
nuc_gene_a__SEMA4G_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MED6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SLC26A2_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__ZSWIM9_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RPS4X_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRSS58_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LRG1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RAE1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ERCC6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NUP214_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PRB2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PBX4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZBTB46_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ANAPC10_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__GABRP_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__GID8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__KEL_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__EIF4E1B_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__ZNF792_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__MAGED2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SIT1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ICE2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TBC1D22A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__RPP25L_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ESRP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ITK_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__C1QL4_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ADRA1B_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__ESCO1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TMEM74_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__TMSB15B_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__USF2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TUBA8_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PIP4P2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__BAZ1A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AMN1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NLN_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__DOLPP1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__SCN3A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CCDC97_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AMPD1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF475_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF221_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LCE1C_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LBX2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ZNF681_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CALB1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__H3_7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NXPH1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CRNN_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LCE5A_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__WNT6_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__PAPOLB_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__OR6B2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__CRCT1_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__EDIL3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LCE3E_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__LCE3D_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__COL8A2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__LRATD2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TEX51_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__A3GALT2_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__FAM50A_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ALLC_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__TWIST1_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__AMER3_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__ELOVL7_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__STX6_	Nucleus	0.002846704939033069	Stochastic
nuc_gene_a__TMEM269_	Nucleus	0.0018978032926887127	Stochastic
nuc_gene_a__NR6A1_	Nucleus	0.0018978032926887127	Stochastic
